Country,location_name,latitude,longitude,last_updated,temperature_celsius,precip_mm,humidity,air_quality_PM2.5,air_quality_PM10
Nigeria,Abuja,9.18,7.18,2024/3/2 18:00,38,0,38,6.7,17.6
North Korea,Pyongyang,39.02,125.75,2024/3/3 2:00,-1.8,0,80,49.7,60.3
Macedonia,Skopje,42,21.43,2024/3/2 18:00,15,0,59,1.2,2.4
Norway,Oslo,59.92,10.75,2024/3/2 18:00,2,0.63,93,4.9,5.1
Oman,Muscat,23.61,58.59,2024/3/2 21:00,19,0,40,4.9,19.7
Pakistan,Islamabad,33.7,73.17,2024/3/2 22:00,9.8,0.87,92,20.6,25.5
Palau,Garurudo,7.63,134.64,2024/3/3 2:00,27,1.47,84,2.6,5.8
Bolivia,National,-11.18,-67.08,2024/3/2 13:00,25.3,0.03,90,0.5,0.5
Panama,Panama City,8.97,-79.53,2024/3/2 12:00,32,0,49,2.8,9
Papua New Guinea,Port Moresby,-9.46,147.19,2024/3/3 3:00,26.6,0.42,84,19.9,21.1
Paraguay,Toro,-19.87,-58.38,2024/3/2 14:00,42.4,0,21,1,1
Peru,Lima,-12.05,-77.05,2024/3/2 12:00,25.6,0,69,5.8,18.7
Philippines,Manila,14.6,120.98,2024/3/3 1:00,26,0,74,17.5,33.5
Poland,Warsaw,52.25,21,2024/3/2 18:00,8,0,81,11.4,14.9
Portugal,Lisbon,38.72,-9.13,2024/3/2 17:00,12,0.29,94,1.9,3.2
Qatar,Doha,25.29,51.53,2024/3/2 20:00,19,0,46,15,25.8
Romania,Bucharest,44.43,26.1,2024/3/2 19:00,10,0,62,21.7,26.5
Russia,Moscow,55.75,37.62,2024/3/2 20:00,1,0,80,38.2,42.9
Rwanda,Kigali,-1.95,30.06,2024/3/2 19:00,17.7,0.16,92,6.6,13.9
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2024/3/2 13:00,27,0,62,2.9,15.6
Saint Lucia,Castries,14,-61,2024/3/2 13:00,29,0.04,62,1,4.1
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2024/3/2 13:00,29,0,62,0.8,2.4
Samoa,Apia,-13.83,-171.73,2024/3/3 6:00,25,0.75,94,2.2,4.4
San Marino,San Marino,43.93,12.45,2024/3/2 18:00,13,0,82,4.2,4.6
Belgium,'S-Gravenwezel,51.27,4.55,2024/3/2 18:00,10,0.05,76,1.7,2.5
Saudi Arabia,Riyadh,24.64,46.77,2024/3/2 20:00,21,0,10,21.6,85.5
Senegal,Dakar,14.67,-17.44,2024/3/2 17:00,25,0,69,35.3,223.2
Serbia,Belgrade,44.8,20.47,2024/3/2 18:00,12,0,71,7.4,9.1
Seychelles Islands,Victoria,-4.62,55.45,2024/3/2 21:00,29,0,75,0.9,2.3
Sierra Leone,Freetown,8.49,-13.23,2024/3/2 17:00,31,0,63,65.6,262.2
Singapore,Singapore,1.29,103.86,2024/3/3 1:00,27,0,84,6.1,7.2
Slovakia,Bratislava,48.15,17.12,2024/3/2 18:00,10,0.02,82,3.7,4.2
Slovenia,Ljubljana,46.06,14.51,2024/3/2 18:00,9,0.47,87,10,11.5
Solomon Islands,Honiara,-9.43,159.95,2024/3/3 4:00,26.2,0,88,0.5,0.6
Somalia,Mogadishu,2.07,45.37,2024/3/2 20:00,28,0,89,3.5,10.7
South Africa,Pretoria,-25.75,28.19,2024/3/2 19:00,27,0,37,14.3,21
South Korea,Seoul,37.57,127,2024/3/3 2:00,3.2,0.01,76,85.7,98.7
Sudan,Juba,12.15,24.45,2024/3/2 19:00,35,0,9,20.3,68.5
Spain,Madrid,40.4,-3.68,2024/3/2 18:00,2,0.31,93,0.6,0.7
Sri Lanka,Colombo,6.93,79.85,2024/3/2 22:30,28,0.23,89,34.8,46.8
Sudan,Khartoum,15.59,32.53,2024/3/2 19:00,33.6,0,7,14.4,63.7
Suriname,Paramaribo,5.83,-55.17,2024/3/2 14:00,33,0.05,49,1.2,3.3
Sweden,Stockholm,59.33,18.05,2024/3/2 18:00,4,0,93,19.6,21.5
Switzerland,Bern,46.92,7.47,2024/3/2 18:00,10,0,71,3.7,4.6
Syria,Damascus,33.5,36.3,2024/3/2 20:00,18,0,39,21.2,51
Tajikistan,Dushanbe,38.56,68.77,2024/3/2 22:00,-3,0.35,86,1.1,1.2
Tanzania,Dodoma,-6.18,35.75,2024/3/2 20:00,27,0.09,62,2.2,3.6
Thailand,Bangkok,13.75,100.52,2024/3/3 0:00,29,0,79,22,41.9
Timor-Leste,Dili,-8.56,125.57,2024/3/3 2:00,25.3,0.9,88,0.6,0.7
Slovenia,Lom,46.13,13.75,2024/3/2 18:00,11,0.76,94,5.3,6.5
Tonga,Nuku`Aloia,-21.13,-175.2,2024/3/3 6:00,27.9,0.09,81,2,5.1
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2024/3/2 13:00,30,0.37,55,0.7,3.4
Tunisia,Tunis,36.8,10.18,2024/3/2 18:00,15,0,72,5.1,9.4
Turkey,Ankara,39.93,32.86,2024/3/2 20:00,14,0.12,33,16.2,19.7
Turkmenistan,Ashgabat,37.95,58.38,2024/3/2 22:00,5,0,36,21.4,87.7
Tuvalu,Funafuti,-8.52,179.22,2024/3/3 5:00,30,0.01,84,1.7,5.5
Uganda,Kampala,0.32,32.57,2024/3/2 20:00,25,0,65,9.4,17.2
Ukraine,Kyiv,50.43,30.52,2024/3/2 19:00,5.6,0,61,27,31.9
United Arab Emirates,Abu Dhabi,24.47,54.37,2024/3/2 21:00,20,0,53,9.6,20.9
United Kingdom,London,51.52,-0.11,2024/3/2 17:00,8,0,71,1.2,1.4
United States of America,Washington Park,46.6,-120.49,2024/3/2 9:00,0.6,0,85,3.9,4.4
Uruguay,Montevideo,-34.86,-56.17,2024/3/2 14:00,19,0.16,100,1.2,1.8
Uzbekistan,Tashkent,41.32,69.25,2024/3/2 22:00,1,0.08,93,4.6,5.5
Vanuatu,Port Vila,-17.73,168.32,2024/3/3 4:00,26.9,0,87,0.7,1.8
Venezuela,Caracas,10.5,-66.92,2024/3/2 13:00,29,0.01,62,1,1.4
Vietnam,Hanoi,21.03,105.85,2024/3/3 0:00,15,0,67,291.8,339.4
Yemen,Sanaa,15.35,44.21,2024/3/2 20:00,18.7,0.06,54,8.8,19.6
Zambia,Lusaka,-15.42,28.28,2024/3/2 19:00,21,0,77,9.8,16.9
Zimbabwe,Harare,-17.82,31.04,2024/3/2 19:00,21.7,0,58,64.5,77.1
Afghanistan,Kabul,34.52,69.18,2024/3/3 21:30,-7.7,0,71,27.7,30.6
Albania,Tirana,41.33,19.82,2024/3/3 18:00,15,0.02,67,9.4,11.9
Algeria,Algiers,36.76,3.05,2024/3/3 18:00,14,0,59,0.7,2
Andorra,Andorra La Vella,42.5,1.52,2024/3/3 18:00,-5.5,0.53,89,0.5,0.6
Angola,Luanda,-8.84,13.23,2024/3/3 18:00,29,0,84,5.6,14.3
Antigua and Barbuda,Saint John's,17.12,-61.85,2024/3/3 13:00,27,0.33,66,1.2,4.6
Argentina,Buenos Aires,-34.59,-58.67,2024/3/3 14:00,24,0,41,6.9,18.2
Armenia,Yerevan,40.18,44.51,2024/3/3 21:00,7,0,31,16.5,17.2
Australia,Canberra,-35.28,149.22,2024/3/4 4:00,12,0,71,1.3,2.6
Austria,Vienna,48.2,16.37,2024/3/3 18:00,15,0,44,3.3,4.6
Azerbaijan,Baku,40.4,49.88,2024/3/3 21:00,7,0,66,17,63.6
Bahamas,Nassau,25.08,-77.35,2024/3/3 12:00,26,0.11,74,2.7,6.1
Bahrain,Manama,26.24,50.58,2024/3/3 20:00,20,0,56,12.7,24.3
Bangladesh,Dhaka,23.72,90.41,2024/3/3 23:00,25.3,0,33,236.2,289.5
Barbados,Bridgetown,13.1,-59.62,2024/3/3 13:00,29,0.64,70,0.7,2.6
Belarus,Minsk,53.9,27.57,2024/3/3 20:00,4,0,56,10.9,15.2
Belgium,Brussels,50.83,4.33,2024/3/3 18:00,7,0.09,93,2.9,3.2
Belize,Belmopan,17.25,-88.77,2024/3/3 11:00,29,0.01,75,3.9,11.5
Benin,Porto-Novo,6.48,2.62,2024/3/3 18:15,29,0.25,79,2.2,5.5
Bhutan,Thimphu,27.48,89.6,2024/3/3 23:15,2.1,0.11,95,11.7,13
Bolivia,Sucre,-19.04,-65.26,2024/3/3 13:15,22.8,0,42,1.1,1.8
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2024/3/3 18:00,13,0,47,1.3,2
Botswana,Gaborone,-24.65,25.91,2024/3/3 19:00,34,0,23,11.3,13.2
Brazil,Bras,-2.08,-58.17,2024/3/3 13:15,28.8,0.98,80,0.5,0.5
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2024/3/4 1:00,27,0,94,5.2,13.2
Bulgaria,Sofia,42.68,23.32,2024/3/3 19:00,10,0.14,66,4.1,8
Burkina Faso,Ouagadougou,12.37,-1.52,2024/3/3 17:00,40,0,9,51.4,106.2
Burundi,Bujumbura,-3.38,29.36,2024/3/3 19:00,28,0.2,70,18.7,40.4
Madagascar,Ivory,-24.37,46.45,2024/3/3 20:00,26.7,0,62,0.5,0.9
Cape Verde,Praia,14.93,-23.51,2024/3/3 16:00,25,0,51,11.2,56
Cambodia,Phnom Penh,11.55,104.92,2024/3/4 0:00,28,0,74,46.9,59.2
Cameroon,Douala,4.05,9.7,2024/3/3 18:00,31,0,71,1.5,3.7
Canada,Ottawa,45.42,-75.7,2024/3/3 12:00,5,0,100,9.8,10.2
Central African Republic,Bangui,4.37,18.58,2024/3/3 18:00,32.2,0.17,34,2.1,2.9
Chad,N'djamena,12.11,15.05,2024/3/3 18:00,41,0,7,50.1,175.8
Chile,Santiago,-33.45,-70.67,2024/3/3 14:00,28,0,28,9.5,14.2
China,Beijing,39.93,116.39,2024/3/4 1:15,-2,0,63,292.8,363.2
Bulgaria,Bogot,43.32,24.7,2024/3/3 19:00,11.1,0,54,12.3,15.8
Comoros,Moroni,-11.7,43.24,2024/3/3 20:00,27,0.12,76,0.5,0.9
Congo,Brazzaville,-4.26,15.28,2024/3/3 18:00,28.4,0,65,12,49.7
Costa Rica,San Juan,9.97,-84.08,2024/3/3 11:00,28,0,42,5.8,6.7
Croatia,Zagreb,45.8,16,2024/3/3 18:00,13,0,62,6.3,9.1
Cuba,Havana,23.13,-82.36,2024/3/3 12:00,28,0,62,33.5,47
Cyprus,Nicosia,35.17,33.37,2024/3/3 19:00,15,0.13,72,6,11.1
Czech Republic,Prague,50.08,14.47,2024/3/3 18:00,11,0,71,7.1,9.1
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2024/3/3 18:00,28.1,0,67,12,49.7
Denmark,Copenhagen,55.67,12.58,2024/3/3 18:00,6,0,93,27,29.1
Djibouti,Djibouti,11.6,43.15,2024/3/3 20:15,29,0.01,66,18.2,49.8
Dominica,Roseau,15.3,-61.4,2024/3/3 13:00,28,0.06,74,0.7,2
Dominican Republic,Santo Domingo,18.47,-69.9,2024/3/3 13:00,30,0,70,1.5,5.4
Ecuador,Quito,-0.22,-78.5,2024/3/3 12:00,17.6,1,67,18.7,21.9
Egypt,Cairo,30.05,31.25,2024/3/3 19:00,21,0,43,8.9,31.3
El Salvador,San Salvador,13.71,-89.2,2024/3/3 11:00,33,0,49,26,29.5
Equatorial Guinea,Malabo,3.75,8.78,2024/3/3 18:00,30,0.01,84,0.8,1.1
Eritrea,Asmara,15.33,38.93,2024/3/3 20:00,17.8,0.02,56,8.7,21.3
Estonia,Tallinn,59.43,24.73,2024/3/3 19:00,3,0,75,18.7,19.8
Swaziland,Mbabane,-26.32,31.13,2024/3/3 19:00,19.5,0,61,5.6,8.8
Ethiopia,Addis Ababa,9.03,38.7,2024/3/3 20:00,18,0.42,60,45.6,124
Fiji Islands,Suva,-18.13,178.42,2024/3/4 5:00,25,0.07,94,1.8,6
Finland,Helsinki,60.18,24.93,2024/3/3 19:00,0,0,93,29.6,32
France,Paris,48.87,2.33,2024/3/3 18:00,9,0.01,66,2.7,3.4
Gabon,Libreville,0.38,9.45,2024/3/3 18:00,31,0,75,2.6,5.1
Gambia,Banjul,13.45,-16.58,2024/3/3 17:00,34,0,23,55.3,150.9
Georgia,Tbilisi,41.73,44.79,2024/3/3 21:00,3,0,65,21,27.5
Germany,Berlin,52.52,13.4,2024/3/3 18:00,12,0,71,6.7,7.9
Ghana,Accra,5.55,-0.22,2024/3/3 17:00,31,0,59,2.1,6.7
Greece,Athens,37.98,23.72,2024/3/3 19:00,14,0,72,3.4,5.4
Grenada,Saint George's,12.05,-61.75,2024/3/3 13:00,29,0.03,79,0.9,2.5
Guatemala,Guatemala City,14.62,-90.53,2024/3/3 11:00,25,0.01,51,35.4,39.7
Guinea,Conakry,9.51,-13.71,2024/3/3 17:15,31,0,63,85.2,269.6
Guinea-Bissau,Bissau,11.85,-15.58,2024/3/3 17:15,39,0,10,41.3,142.3
Guyana,Georgetown,6.8,-58.17,2024/3/3 13:15,29,0.16,70,1.1,2.4
Haiti,Port-Au-Prince,18.54,-72.34,2024/3/3 12:15,31,0,46,16.4,25.1
Vatican City,Vatican City,41.9,12.45,2024/3/3 18:15,14,0.01,63,3.2,7.3
Honduras,Tegucigalpa,14.1,-87.22,2024/3/3 11:15,27,0,48,1.4,2.9
Hungary,Budapest,47.5,19.08,2024/3/3 18:15,11,0,82,12.4,14.6
Iceland,Hella,63.83,-20.4,2024/3/3 17:15,1,0,69,0.5,0.5
India,New Delhi,28.6,77.2,2024/3/3 22:30,19,0.03,43,44.1,74.5
Indonesia,Jakarta,-6.21,106.85,2024/3/4 0:00,26,0.01,89,21.3,41.4
Iran,Tehran,35.73,51.33,2024/3/3 20:30,4,0,48,202.8,221.5
Iraq,Baghdad,33.34,44.39,2024/3/3 20:15,19,0,30,50.1,164.1
Ireland,Dublin,53.33,-6.25,2024/3/3 17:00,8,0.03,71,2.7,3.3
Israel,Jerusalem,31.78,35.23,2024/3/3 19:15,17,0.02,72,2,3.6
Italy,Rome,41.9,12.48,2024/3/3 18:00,15,0.01,55,3.2,7.3
Jamaica,Norman Gardens,17.97,-76.75,2024/3/3 12:15,31,0.74,63,6.6,8.8
Japan,Tokyo,35.69,139.69,2024/3/4 2:00,7,0,42,5.7,8.8
Jordan,Amman,31.95,35.93,2024/3/3 20:15,12,0.03,77,1.3,3.1
Kazakhstan,Astana,51.18,71.43,2024/3/3 22:15,-9,0,85,1.7,1.8
Kenya,Nairobi,-1.28,36.82,2024/3/3 20:00,23,0,50,8.5,21.4
Kiribati,Tarawa,-0.88,169.53,2024/3/4 5:15,28.1,0.87,75,0.8,2
Kuwait,Kuwait City,29.37,47.96,2024/3/3 20:00,18.6,0,59,75.5,119.8
Kyrghyzstan,Bishkek,42.87,74.6,2024/3/3 23:15,-7.3,0,86,7.5,10.7
Indonesia,Laos,-8.18,114.32,2024/3/4 0:15,20.7,0.46,96,40.7,54
Latvia,Riga,56.95,24.1,2024/3/3 19:00,6,0,56,16.1,19.3
Lebanon,Beirut,33.87,35.51,2024/3/3 19:15,17,0.31,77,1.3,2.1
Lesotho,Maseru,-29.32,27.48,2024/3/3 19:15,23.9,0,22,10.3,12.3
Liberia,Monrovia,6.31,-10.8,2024/3/3 17:15,29,0.15,79,59,130
Thailand,Nan,18.78,100.78,2024/3/4 0:15,26.2,0,51,36.3,37.9
Liechtenstein,Vaduz,47.13,9.52,2024/3/3 18:15,14,0,31,0.5,0.9
Lithuania,Vilnius,54.68,25.32,2024/3/3 19:15,4,0,60,15.3,20.8
Luxembourg,Luxembourg,49.61,6.13,2024/3/3 18:00,12,0,67,9.3,9.8
Madagascar,Antananarivo,-18.92,47.52,2024/3/3 20:15,20,0,78,4.8,9.5
Malawi,Lilongwe,-13.98,33.78,2024/3/3 19:15,24,0.14,78,1.2,3.3
Malaysia,Kuala Lumpur,3.17,101.7,2024/3/4 1:15,27,0,84,49.7,58.3
Maldives,Farukolhufunadhoo,6.15,73.27,2024/3/3 22:15,28.4,0,73,13.8,17.3
Mali,Bamako,12.65,-8,2024/3/3 17:15,39,0,7,49.1,186.6
Malta,Valletta,35.9,14.51,2024/3/3 18:15,16,0,88,11.6,54
Marshall Islands,Majuro,7.1,171.38,2024/3/4 5:15,28,0.04,84,2.4,8.4
Mauritania,Nouakchott,18.09,-15.98,2024/3/3 17:15,25.6,0,40,67.2,378.2
Mauritius,Port Louis,-20.16,57.5,2024/3/3 21:15,27,0.22,89,1.3,2.4
Mexico,Mexico City,19.43,-99.13,2024/3/3 11:15,22,0,23,39.4,48.6
Micronesia,Palikir,6.92,158.15,2024/3/4 4:15,27,0.02,74,2.2,12.6
Iran,Chi Chi Khvar,36.26,46.59,2024/3/3 20:45,2.4,0.1,76,13.7,15.5
Monaco,Monaco,43.73,7.42,2024/3/3 18:00,12,0.88,71,1,1.3
Mongolia,Ulaanbaatar,47.92,106.92,2024/3/4 1:15,-23,0,84,45,46.6
Montenegro,Podgorica,42.44,19.26,2024/3/3 18:00,14,0.03,72,2.6,3.1
Morocco,Rabat,34.03,-6.84,2024/3/3 18:15,17,0.01,68,1.3,3.9
Mozambique,Maputo,-25.97,32.59,2024/3/3 19:15,28,0,74,4.1,15.6
Myanmar,Bago,17.33,96.48,2024/3/3 23:45,27,0,79,51.7,62.2
Namibia,Windhoek,-22.57,17.08,2024/3/3 19:15,29,0,27,6.2,16.2
Turkey,Yaren,39.55,27.62,2024/3/3 20:15,11,0.04,100,35.9,39.7
Nepal,Kathmandu,27.72,85.32,2024/3/3 23:00,12,1.44,94,80,134
Netherlands,Amsterdam,52.37,4.89,2024/3/3 18:15,11,0,82,17.3,19.2
New Zealand,Wellington,-41.3,174.78,2024/3/4 6:15,19,0.02,83,1.4,3.2
Nicaragua,Managua,12.15,-86.27,2024/3/3 11:15,32,0,46,2.2,5.5
Niger,Niamey,13.52,2.12,2024/3/3 18:15,40,0,6,87.6,261.9
Nigeria,Abuja,9.18,7.18,2024/3/3 18:15,36,0,39,42,155.7
North Korea,Pyongyang,39.02,125.75,2024/3/4 2:15,-1.2,0,37,30.6,39.3
Macedonia,Skopje,42,21.43,2024/3/3 18:15,14,0.08,55,1.6,2
Norway,Oslo,59.92,10.75,2024/3/3 18:00,3,0.5,93,17,17.7
Oman,Muscat,23.61,58.59,2024/3/3 21:15,20.2,0,54,5.7,21.1
Pakistan,Islamabad,33.7,73.17,2024/3/3 22:15,6,0,70,59,93.6
Palau,Garurudo,7.63,134.64,2024/3/4 2:15,26,0.03,89,3.6,13.8
Bolivia,National,-11.18,-67.08,2024/3/3 13:15,33.2,0,50,0.5,0.5
Panama,Panama City,8.97,-79.53,2024/3/3 12:15,32,0.01,56,2.8,6.2
Papua New Guinea,Port Moresby,-9.46,147.19,2024/3/4 3:15,26.1,0,87,15.4,16.7
Paraguay,Pasto,-19.45,-61.15,2024/3/3 13:15,39.5,0,27,0.5,0.5
Peru,Lima,-12.05,-77.05,2024/3/3 12:15,25.6,0,69,5.4,17.1
Philippines,Manila,14.6,120.98,2024/3/4 1:15,26,0,74,19.2,37
Poland,Warsaw,52.25,21,2024/3/3 18:15,9,0,66,34.6,37.4
Portugal,Lisbon,38.72,-9.13,2024/3/3 17:15,15,0,72,1.7,7.4
Qatar,Doha,25.29,51.53,2024/3/3 20:00,20,0,53,12.5,21.5
Romania,Bucharest,44.43,26.1,2024/3/3 19:00,11,0,50,39,46.7
Russia,Moscow,55.75,37.62,2024/3/3 20:00,0,0,64,30.4,38.2
Rwanda,Kigali,-1.95,30.06,2024/3/3 19:15,23,0.66,69,4.8,11.3
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2024/3/3 13:15,28,0,70,1.4,7
Saint Lucia,Castries,14,-61,2024/3/3 13:15,28,0.17,74,1.1,5.2
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2024/3/3 13:15,29,0.01,70,1.3,6.3
Samoa,Apia,-13.83,-171.73,2024/3/4 6:15,25,0.02,94,1.1,2.1
San Marino,San Marino,43.93,12.45,2024/3/3 18:00,13,0,88,5.7,7.7
Switzerland,S-Chanf,46.62,9.98,2024/3/3 18:00,2,0.07,60,0.5,0.7
Saudi Arabia,Riyadh,24.64,46.77,2024/3/3 20:00,25,0,9,61.5,245.5
Senegal,Dakar,14.67,-17.44,2024/3/3 17:15,23,0,65,62.5,215.8
Serbia,Belgrade,44.8,20.47,2024/3/3 18:15,14,0,51,9.6,11.9
Seychelles Islands,Victoria,-4.62,55.45,2024/3/3 21:15,28,0.48,84,1.9,4
Sierra Leone,Freetown,8.49,-13.23,2024/3/3 17:15,30,0,70,82.9,272.8
Singapore,Singapore,1.29,103.86,2024/3/4 1:15,27,1.08,84,8,9.5
Slovakia,Bratislava,48.15,17.12,2024/3/3 18:15,13,0,51,2.4,3.1
Slovenia,Ljubljana,46.06,14.51,2024/3/3 18:15,10,0,82,2.6,4.2
Solomon Islands,Honiara,-9.43,159.95,2024/3/4 4:15,25,0.02,94,0.5,0.6
Somalia,Mogadishu,2.07,45.37,2024/3/3 20:15,28,0,89,3.4,10.1
South Africa,Pretoria,-25.75,28.19,2024/3/3 19:15,27,0,34,21.8,30.4
South Korea,Seoul,37.57,127,2024/3/4 2:15,0,0,80,43.4,66
Sudan,Juba,12.15,24.45,2024/3/3 19:15,34.6,0,9,25.4,89.1
Spain,Madrid,40.4,-3.68,2024/3/3 18:15,9,0,53,0.5,0.9
Sri Lanka,Colombo,6.93,79.85,2024/3/3 22:45,26.6,0.03,77,34.4,47.7
Sudan,Khartoum,15.59,32.53,2024/3/3 19:15,32.5,0,6,22.5,86.1
Suriname,Paramaribo,5.83,-55.17,2024/3/3 14:15,32,0,59,1.6,7
Sweden,Stockholm,59.33,18.05,2024/3/3 18:15,3,0,87,31.8,34.5
Switzerland,Bern,46.92,7.47,2024/3/3 18:15,11,0.07,66,1.5,2
Syria,Damascus,33.5,36.3,2024/3/3 20:15,14,0,44,1.6,3.4
Tajikistan,Dushanbe,38.56,68.77,2024/3/3 22:00,-4,0,86,4.8,6
Tanzania,Dodoma,-6.18,35.75,2024/3/3 20:15,28,2.76,62,2.1,4.8
Thailand,Bangkok,13.75,100.52,2024/3/4 0:00,30,0,75,18,34.8
Timor-Leste,Dili,-8.56,125.57,2024/3/4 2:15,26,0.05,85,1.5,1.6
Bulgaria,Lom,43.81,23.24,2024/3/3 19:15,9,0,76,11.7,13.4
Tonga,Nuku`Aloia,-21.13,-175.2,2024/3/4 6:15,27,0.01,89,1.3,6.6
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2024/3/3 13:15,31,0,63,0.6,2.3
Tunisia,Tunis,36.8,10.18,2024/3/3 18:15,14,0.38,67,4.8,9.5
Turkey,Ankara,39.93,32.86,2024/3/3 20:15,10,0.01,54,31,35.6
Turkmenistan,Ashgabat,37.95,58.38,2024/3/3 22:15,5,0,45,15,47.2
Tuvalu,Funafuti,-8.52,179.22,2024/3/4 5:15,30,1,89,0.8,2.9
Uganda,Kampala,0.32,32.57,2024/3/3 20:15,25,0,69,17.2,26.8
Ukraine,Kyiv,50.43,30.52,2024/3/3 19:15,2.7,0,76,6.5,8.8
United Arab Emirates,Abu Dhabi,24.47,54.37,2024/3/3 21:15,20,0,53,10,21.6
United Kingdom,London,51.52,-0.11,2024/3/3 17:15,9,0.02,57,8.1,9
United States of America,Washington Park,46.6,-120.49,2024/3/3 9:15,0.6,0,63,5.1,5.8
Uruguay,Montevideo,-34.86,-56.17,2024/3/3 14:15,21,0,53,2.6,12.3
Uzbekistan,Tashkent,41.32,69.25,2024/3/3 22:15,1,0,86,10.5,11.5
Vanuatu,Port Vila,-17.73,168.32,2024/3/4 4:15,27.4,0,85,1.9,3.5
Venezuela,Caracas,10.5,-66.92,2024/3/3 13:15,29,0.05,58,2.6,5
Vietnam,Hanoi,21.03,105.85,2024/3/4 0:15,17,0.09,94,115.9,129.5
Yemen,Sanaa,15.35,44.21,2024/3/3 20:15,19.1,0,51,5.9,15.4
Zambia,Lusaka,-15.42,28.28,2024/3/3 19:15,22.7,0,64,34.2,48.8
Zimbabwe,Harare,-17.82,31.04,2024/3/3 19:15,22.2,0,54,15.8,19.3
Afghanistan,Kabul,34.52,69.18,2024/3/4 21:30,-5.9,0,67,112.9,118.8
Albania,Tirana,41.33,19.82,2024/3/4 18:00,11,0.26,87,4.7,5.3
Algeria,Algiers,36.76,3.05,2024/3/4 18:00,17,0,68,2,4.7
Andorra,Andorra La Vella,42.5,1.52,2024/3/4 18:00,1.8,0,67,1.4,1.9
Angola,Luanda,-8.84,13.23,2024/3/4 18:00,30,0,79,9.1,22.2
Antigua and Barbuda,Saint John's,17.12,-61.85,2024/3/4 13:00,27,0,62,1.6,7
Argentina,Buenos Aires,-34.59,-58.67,2024/3/4 14:00,25,0,36,9,15.7
Armenia,Yerevan,40.18,44.51,2024/3/4 21:00,10,0,37,22.2,23.7
Australia,Canberra,-35.28,149.22,2024/3/5 4:00,8,0,93,1.6,5.4
Austria,Vienna,48.2,16.37,2024/3/4 18:00,15,0,44,14.2,20.2
Azerbaijan,Baku,40.4,49.88,2024/3/4 21:00,5,0,81,26.9,101.3
Bahamas,Nassau,25.08,-77.35,2024/3/4 12:00,26,0,79,3,6.7
Bahrain,Manama,26.24,50.58,2024/3/4 20:00,21,0,73,87,307.3
Bangladesh,Dhaka,23.72,90.41,2024/3/4 23:00,26.5,0,45,61.4,81.8
Barbados,Bridgetown,13.1,-59.62,2024/3/4 13:00,29,0.04,70,1,2.2
Belarus,Minsk,53.9,27.57,2024/3/4 20:00,1,0.03,100,4,4.7
Belgium,Brussels,50.83,4.33,2024/3/4 18:00,10,0,54,14.6,17.6
Belize,Belmopan,17.25,-88.77,2024/3/4 11:00,29,0,75,2.8,9.1
Benin,Porto-Novo,6.48,2.62,2024/3/4 18:00,31,0,71,9.9,16.2
Bhutan,Thimphu,27.48,89.6,2024/3/4 23:00,1.9,0,88,7.3,9.2
Bolivia,Sucre,-19.04,-65.26,2024/3/4 13:00,20,0.04,54,0.6,1
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2024/3/4 18:00,13,0.01,44,1.4,3.1
Botswana,Gaborone,-24.65,25.91,2024/3/4 19:00,34,0,26,9,12.4
Brazil,Bras,-2.08,-58.17,2024/3/4 13:00,31.9,0.74,62,0.5,0.5
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2024/3/5 1:00,27,0,94,5.7,8.7
Bulgaria,Sofia,42.68,23.32,2024/3/4 19:00,9,0,71,7,9
Burkina Faso,Ouagadougou,12.37,-1.52,2024/3/4 17:00,40,0,7,69.8,206.5
Burundi,Bujumbura,-3.38,29.36,2024/3/4 19:00,27,0.03,70,23.5,55.7
Madagascar,Ivory,-24.37,46.45,2024/3/4 20:00,27.7,0,66,0.5,0.7
Cape Verde,Praia,14.93,-23.51,2024/3/4 16:00,26,0,51,31.3,185.4
Cambodia,Phnom Penh,11.55,104.92,2024/3/5 0:00,29,0,70,39.3,53.4
Cameroon,Bafoussam,5.47,10.42,2024/3/4 18:00,26.9,0.3,44,45.5,141.2
Canada,Ottawa,45.42,-75.7,2024/3/4 12:00,4,0,100,31.7,33.4
Central African Republic,Bangui,4.37,18.58,2024/3/4 18:00,37,0,35,3.8,6.3
Chad,N'djamena,12.11,15.05,2024/3/4 18:00,41,0,6,46.2,157.8
Chile,Santiago,-33.45,-70.67,2024/3/4 14:00,28,0,28,18.5,23.9
China,Beijing,39.93,116.39,2024/3/5 1:00,3,0,60,238.8,278.4
Hungary,Bogot,47.25,16.83,2024/3/4 18:00,15,0,51,6.1,8.2
Comoros,Moroni,-11.7,43.24,2024/3/4 20:00,23.6,2.23,91,1.2,1.7
Congo,Brazzaville,-4.26,15.28,2024/3/4 18:00,31,0.03,66,23.7,78.2
